# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Oct 31 13:32:08 2019
#
# User preference: *
#
# CONSTRAINT:  where (pl_bmassjstr not null)
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN st_dist:        Distance [pc]
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_facility:    Discovery Facility
#
loc_rowid,pl_name,pl_discmethod,pl_bmassj,pl_radj,st_dist,rowupdate,pl_facility
635,HD 215152 b,Radial Velocity,0.00572,,21.61,2018-02-22,La Silla Observatory
636,HD 215152 c,Radial Velocity,0.00541,,21.61,2018-02-22,La Silla Observatory
637,HD 215152 d,Radial Velocity,0.00881,,21.61,2018-02-22,La Silla Observatory
638,HD 215152 e,Radial Velocity,0.00905,,21.61,2018-02-22,La Silla Observatory
639,HD 215497 b,Radial Velocity,0.02000,,40.59,2018-09-06,La Silla Observatory
640,HD 215497 c,Radial Velocity,0.33000,,40.59,2014-11-19,La Silla Observatory
641,HD 216435 b,Radial Velocity,1.26000,,33.01,2014-07-23,Anglo-Australian Telescope
642,HD 216437 b,Radial Velocity,2.22300,,26.71,2019-06-27,Anglo-Australian Telescope
643,HD 216536 b,Radial Velocity,1.05000,,380.33,2018-09-06,McDonald Observatory
644,HD 216770 b,Radial Velocity,0.57000,,36.70,2018-09-06,La Silla Observatory
645,HD 21693 b,Radial Velocity,0.02590,,32.38,2019-02-07,La Silla Observatory
646,HD 21693 c,Radial Velocity,0.05470,,32.38,2019-02-07,La Silla Observatory
647,HD 217107 b,Radial Velocity,1.30000,,20.07,2018-09-06,Lick Observatory
648,HD 217107 c,Radial Velocity,2.60000,,20.07,2014-05-14,Lick Observatory
649,HD 21749 c,Transit,0.01164,0.080,16.33,2019-04-25,Transiting Exoplanet Survey Satellite (TESS)
650,HD 217786 b,Radial Velocity,13.00000,,54.80,2019-01-31,La Silla Observatory
651,HD 217850 b,Radial Velocity,21.60000,,65.90,2018-09-27,W. M. Keck Observatory
652,HD 218566 b,Radial Velocity,0.20000,,28.85,2018-09-06,W. M. Keck Observatory
653,HD 219077 b,Radial Velocity,10.39000,,29.21,2014-05-14,La Silla Observatory
654,HD 219134 b,Radial Velocity,0.01491,0.143,6.53,2017-03-16,Roque de los Muchachos Observatory
655,HD 219134 c,Radial Velocity,0.01372,0.135,6.53,2017-03-16,Roque de los Muchachos Observatory
656,HD 219134 d,Radial Velocity,0.05088,0.144,6.53,2017-03-16,Roque de los Muchachos Observatory
657,HD 219134 f,Radial Velocity,0.02297,0.117,6.53,2017-03-16,Multiple Observatories
658,HD 219134 g,Radial Velocity,0.03400,,6.53,2015-11-19,Multiple Observatories
659,HD 219134 h,Radial Velocity,0.34000,,6.53,2015-11-19,Roque de los Muchachos Observatory
660,HD 219415 b,Radial Velocity,1.00000,,165.97,2015-09-18,McDonald Observatory
661,HD 219666 b,Transit,0.05223,0.420,94.43,2019-03-05,Transiting Exoplanet Survey Satellite (TESS)
662,HD 219828 b,Radial Velocity,0.06600,,73.27,2018-09-27,La Silla Observatory
663,HD 219828 c,Radial Velocity,14.60000,,73.27,2018-09-27,Multiple Facilities
664,HD 220074 b,Radial Velocity,16.64000,,327.41,2018-09-06,Bohyunsan Optical Astronomical Observatory
665,HD 220689 b,Radial Velocity,1.11800,,46.94,2019-06-27,La Silla Observatory
666,HD 220773 b,Radial Velocity,1.45000,,49.00,2019-01-31,McDonald Observatory
667,HD 220842 b,Radial Velocity,3.18000,,62.50,2016-02-25,Haute-Provence Observatory
668,HD 221287 b,Radial Velocity,3.09000,,56.01,2014-05-14,La Silla Observatory
669,HD 221416 b,Transit,0.19000,0.836,95.08,2019-04-18,Transiting Exoplanet Survey Satellite (TESS)
670,HD 221420 b,Radial Velocity,9.70000,,31.17,2019-05-09,Anglo-Australian Telescope
671,HD 221585 b,Radial Velocity,1.61000,,55.94,2016-05-19,Haute-Provence Observatory
672,HD 222076 b,Radial Velocity,1.56000,,91.39,2016-12-01,Multiple Observatories
673,HD 222155 b,Radial Velocity,2.12000,,50.68,2018-09-06,Haute-Provence Observatory
674,HD 222582 b,Radial Velocity,8.37000,,42.21,2018-09-06,W. M. Keck Observatory
675,HD 224538 b,Radial Velocity,5.97000,,79.24,2016-11-10,Multiple Observatories
676,HD 224693 b,Radial Velocity,0.70000,,93.75,2018-09-27,W. M. Keck Observatory
677,HD 22781 b,Radial Velocity,13.65000,,32.63,2019-01-31,Haute-Provence Observatory
678,HD 23079 b,Radial Velocity,2.61000,,33.49,2018-09-06,Anglo-Australian Telescope
679,HD 23127 b,Radial Velocity,1.52700,,94.11,2019-06-27,Anglo-Australian Telescope
680,HD 231701 b,Radial Velocity,1.13000,,109.22,2018-09-27,W. M. Keck Observatory
681,HD 233604 b,Radial Velocity,6.57500,,868.63,2014-05-14,McDonald Observatory
682,HD 23472 b,Transit,0.05638,,39.08,2019-02-14,Transiting Exoplanet Survey Satellite (TESS)
683,HD 23472 c,Transit,0.05405,,39.08,2019-02-14,Transiting Exoplanet Survey Satellite (TESS)
684,HD 23596 b,Radial Velocity,9.03000,,52.08,2018-09-06,Haute-Provence Observatory
685,HD 238914 b,Radial Velocity,6.00000,,527.24,2018-01-25,Multiple Observatories
686,HD 240210 b,Radial Velocity,5.21000,,142.86,2014-11-19,McDonald Observatory
687,HD 240237 b,Radial Velocity,15.89000,,958.16,2018-09-06,McDonald Observatory
688,HD 24040 b,Radial Velocity,3.86000,,46.68,2018-09-06,W. M. Keck Observatory
689,HD 24064 b,Radial Velocity,12.89000,,302.86,2018-09-06,Bohyunsan Optical Astronomical Observatory
690,HD 24085 b,Radial Velocity,0.03713,,54.99,2019-05-23,Las Campanas Observatory
691,HD 25015 b,Radial Velocity,4.48000,,37.47,2019-04-11,La Silla Observatory
692,HD 25171 b,Radial Velocity,0.91500,,55.70,2019-06-27,La Silla Observatory
693,HD 2638 b,Radial Velocity,0.42000,,55.05,2018-09-06,La Silla Observatory
694,HD 2685 b,Transit,1.17000,1.440,197.98,2019-10-24,Transiting Exoplanet Survey Satellite (TESS)
695,HD 26965 b,Radial Velocity,0.02665,,5.04,2018-08-09,Multiple Observatories
696,HD 27442 b,Radial Velocity,1.56000,,18.28,2014-07-23,Anglo-Australian Telescope
697,HD 27631 b,Radial Velocity,1.49400,,50.36,2019-06-27,La Silla Observatory
698,HD 27894 b,Radial Velocity,0.66500,,43.88,2017-06-15,La Silla Observatory
699,HD 27894 c,Radial Velocity,0.16200,,43.88,2017-06-15,La Silla Observatory
700,HD 27894 d,Radial Velocity,5.41500,,43.88,2017-06-15,La Silla Observatory
701,HD 28185 b,Radial Velocity,5.90000,,39.43,2018-09-06,La Silla Observatory
702,HD 28254 b,Radial Velocity,1.16000,,54.70,2014-11-19,La Silla Observatory
703,HD 285507 b,Radial Velocity,0.98000,,45.09,2018-09-06,Fred Lawrence Whipple Observatory
704,HD 285968 b,Radial Velocity,0.02600,,9.47,2014-11-19,La Silla Observatory
705,HD 28678 b,Radial Velocity,1.54200,,190.92,2018-12-06,W. M. Keck Observatory
706,HD 29021 b,Radial Velocity,2.40000,,31.02,2017-03-02,Haute-Provence Observatory
707,HD 290327 b,Radial Velocity,2.43000,,56.52,2018-09-06,La Silla Observatory
708,HD 2952 b,Radial Velocity,1.37000,,110.45,2018-09-06,Okayama Astrophysical Observatory
709,HD 30177 b,Radial Velocity,8.62200,,55.68,2019-06-27,Anglo-Australian Telescope
710,HD 30177 c,Radial Velocity,7.60000,,55.68,2016-12-21,Multiple Observatories
711,HD 30562 b,Radial Velocity,1.22000,,26.18,2018-09-06,Lick Observatory
712,HD 30669 b,Radial Velocity,0.47000,,57.10,2015-01-08,La Silla Observatory
713,HD 30856 b,Radial Velocity,1.54700,,131.70,2018-12-06,W. M. Keck Observatory
714,HD 31253 b,Radial Velocity,0.62000,,58.24,2018-09-06,W. M. Keck Observatory
715,HD 31527 b,Radial Velocity,0.03290,,38.57,2019-02-07,La Silla Observatory
716,HD 31527 c,Radial Velocity,0.04450,,38.57,2019-02-07,La Silla Observatory
717,HD 31527 d,Radial Velocity,0.03720,,38.57,2019-02-07,La Silla Observatory
720,HD 3167 d,Radial Velocity,0.02171,,47.36,2019-01-31,W. M. Keck Observatory
721,HD 32518 b,Radial Velocity,3.04000,,122.55,2014-05-14,Thueringer Landessternwarte Tautenburg
722,HD 32963 b,Radial Velocity,0.70000,,38.12,2016-01-05,W. M. Keck Observatory
723,HD 330075 b,Radial Velocity,0.48000,,45.36,2018-09-06,La Silla Observatory
724,HD 33142 b,Radial Velocity,1.38500,,121.80,2018-12-06,W. M. Keck Observatory
725,HD 33142 c,Radial Velocity,5.97000,,121.80,2018-11-29,W. M. Keck Observatory
726,HD 33283 b,Radial Velocity,0.32900,,90.10,2018-09-27,W. M. Keck Observatory
727,HD 33564 b,Radial Velocity,9.10000,,20.97,2014-12-03,Haute-Provence Observatory
728,HD 33844 b,Radial Velocity,2.01000,,106.10,2018-09-06,Anglo-Australian Telescope
729,HD 33844 c,Radial Velocity,1.75000,,106.10,2016-01-14,Anglo-Australian Telescope
730,HD 34445 b,Radial Velocity,0.82000,,46.15,2018-09-06,W. M. Keck Observatory
731,HD 34445 c,Radial Velocity,0.16800,,46.15,2017-10-26,Multiple Observatories
732,HD 34445 d,Radial Velocity,0.09700,,46.15,2017-10-26,Multiple Observatories
733,HD 34445 e,Radial Velocity,0.05290,,46.15,2017-10-26,Multiple Observatories
734,HD 34445 f,Radial Velocity,0.11900,,46.15,2017-10-26,Multiple Observatories
735,HD 34445 g,Radial Velocity,0.38000,,46.15,2017-10-26,Multiple Observatories
736,HD 35759 b,Radial Velocity,3.76000,,72.50,2016-02-25,Haute-Provence Observatory
737,HD 3651 b,Radial Velocity,0.22800,,11.14,2019-03-14,Multiple Observatories
738,HD 37124 b,Radial Velocity,0.67500,,31.69,2016-08-18,W. M. Keck Observatory
739,HD 37124 c,Radial Velocity,0.65200,,31.69,2016-08-18,W. M. Keck Observatory
740,HD 37124 d,Radial Velocity,0.69600,,31.69,2016-08-18,W. M. Keck Observatory
741,HD 37605 b,Radial Velocity,2.69000,,46.85,2018-09-27,McDonald Observatory
742,HD 37605 c,Radial Velocity,3.19000,,46.85,2018-09-27,Multiple Observatories
743,HD 38283 b,Radial Velocity,0.40000,,38.10,2018-09-06,Anglo-Australian Telescope
744,HD 38529 b,Radial Velocity,0.79700,,42.41,2018-12-06,Multiple Observatories
745,HD 38529 c,Radial Velocity,12.99000,,42.41,2018-12-06,Multiple Observatories
746,HD 38801 b,Radial Velocity,9.69800,,91.68,2019-06-27,Subaru Telescope
747,HD 39091 b,Radial Velocity,10.02000,,18.28,2018-11-15,Anglo-Australian Telescope
748,HD 39855 b,Radial Velocity,0.02674,,23.28,2019-05-23,Las Campanas Observatory
749,HD 40307 b,Radial Velocity,0.01260,,12.94,2014-05-14,La Silla Observatory
750,HD 40307 c,Radial Velocity,0.02080,,12.94,2014-05-14,La Silla Observatory
751,HD 40307 d,Radial Velocity,0.02990,,12.94,2014-05-14,La Silla Observatory
752,HD 40307 f,Radial Velocity,0.01640,,12.94,2014-05-14,La Silla Observatory
753,HD 40307 g,Radial Velocity,0.02230,,12.94,2014-05-14,La Silla Observatory
754,HD 40956 b,Radial Velocity,2.70000,,116.99,2017-11-30,Multiple Observatories
755,HD 40979 b,Radial Velocity,4.67000,,34.12,2018-09-06,Multiple Observatories
756,HD 41004 A b,Radial Velocity,2.54000,,43.03,2014-12-03,La Silla Observatory
757,HD 41004 B b,Radial Velocity,18.37000,,43.03,2014-12-03,La Silla Observatory
758,HD 4113 b,Radial Velocity,1.56000,,41.92,2014-12-03,La Silla Observatory
759,HD 42012 b,Radial Velocity,1.60000,,36.84,2017-03-02,Haute-Provence Observatory
760,HD 4203 b,Radial Velocity,2.23000,,81.57,2018-09-06,W. M. Keck Observatory
761,HD 4203 c,Radial Velocity,2.17000,,81.57,2014-05-14,Gemini Observatory
762,HD 4208 b,Radial Velocity,0.81000,,34.23,2019-06-27,W. M. Keck Observatory
763,HD 42618 b,Radial Velocity,0.04531,,24.35,2016-10-27,Multiple Observatories
764,HD 4308 b,Radial Velocity,0.05000,,22.03,2018-09-06,La Silla Observatory
765,HD 4313 b,Radial Velocity,1.92700,,136.82,2018-12-06,W. M. Keck Observatory
766,HD 43197 b,Radial Velocity,0.60000,,56.30,2014-12-03,La Silla Observatory
767,HD 43691 b,Radial Velocity,2.55000,,85.81,2018-09-27,Haute-Provence Observatory
768,HD 44219 b,Radial Velocity,0.58000,,50.40,2015-01-22,La Silla Observatory
769,HD 45184 b,Radial Velocity,0.03840,,21.88,2019-02-07,La Silla Observatory
770,HD 45184 c,Radial Velocity,0.02770,,21.88,2019-02-07,La Silla Observatory
771,HD 45350 b,Radial Velocity,1.79000,,46.94,2014-09-18,W. M. Keck Observatory
772,HD 45364 b,Radial Velocity,0.18720,,34.39,2014-05-14,La Silla Observatory
773,HD 45364 c,Radial Velocity,0.65790,,34.39,2014-05-14,La Silla Observatory
774,HD 45652 b,Radial Velocity,0.43300,,34.89,2018-09-27,Haute-Provence Observatory
775,HD 46375 b,Radial Velocity,0.22600,,29.58,2014-07-23,W. M. Keck Observatory
776,HD 47186 b,Radial Velocity,0.07000,,37.50,2018-09-06,La Silla Observatory
777,HD 47186 c,Radial Velocity,0.35061,,37.50,2015-03-26,La Silla Observatory
778,HD 4732 b,Radial Velocity,2.37000,,54.87,2014-05-14,Multiple Observatories
779,HD 4732 c,Radial Velocity,2.37000,,54.87,2014-05-14,Multiple Observatories
780,HD 47366 b,Radial Velocity,2.30000,,84.56,2019-09-26,Okayama Astrophysical Observatory
781,HD 47366 c,Radial Velocity,1.88000,,84.56,2019-09-26,Okayama Astrophysical Observatory
782,HD 47536 b,Radial Velocity,7.32000,,122.95,2015-03-26,La Silla Observatory
783,HD 48265 b,Radial Velocity,1.52500,,90.78,2019-06-27,Las Campanas Observatory
784,HD 4917 b,Radial Velocity,1.61500,,205.45,2018-12-06,W. M. Keck Observatory
785,HD 49674 b,Radial Velocity,0.10000,,43.09,2018-09-06,W. M. Keck Observatory
786,HD 50499 b,Radial Velocity,1.63600,,46.35,2019-06-27,W. M. Keck Observatory
787,HD 50499 c,Radial Velocity,2.93000,,46.35,2019-04-11,La Silla Observatory
788,HD 50554 b,Radial Velocity,4.95400,,31.19,2014-11-19,Lick Observatory
789,HD 51608 b,Radial Velocity,0.04020,,34.83,2019-02-07,La Silla Observatory
790,HD 51608 c,Radial Velocity,0.04500,,34.83,2019-02-07,La Silla Observatory
791,HD 52265 b,Radial Velocity,1.21000,,30.01,2019-03-14,W. M. Keck Observatory
792,HD 5319 b,Radial Velocity,1.55600,,121.83,2018-12-06,W. M. Keck Observatory
793,HD 5319 c,Radial Velocity,1.05300,,121.83,2018-12-06,W. M. Keck Observatory
794,HD 55696 b,Radial Velocity,3.87000,,78.15,2018-09-27,W. M. Keck Observatory
795,HD 5583 b,Radial Velocity,5.78000,,221.00,2016-02-04,Roque de los Muchachos Observatory
796,HD 5608 b,Radial Velocity,1.68100,,58.21,2018-12-06,Okayama Astrophysical Observatory
797,HD 564 b,Radial Velocity,0.33000,,53.60,2015-01-08,La Silla Observatory
798,HD 5891 b,Radial Velocity,7.63000,,285.75,2018-09-06,W. M. Keck Observatory
799,HD 59686 A b,Radial Velocity,6.92000,,96.80,2016-08-12,Lick Observatory
800,HD 60532 b,Radial Velocity,1.06000,,25.99,2016-09-08,La Silla Observatory
801,HD 60532 c,Radial Velocity,2.51000,,25.99,2016-09-08,La Silla Observatory
802,HD 62509 b,Radial Velocity,2.30000,,10.34,2015-03-26,Multiple Observatories
803,HD 63454 b,Radial Velocity,0.25000,,37.73,2018-09-06,La Silla Observatory
804,HD 63765 b,Radial Velocity,0.53000,,32.57,2018-09-06,La Silla Observatory
805,HD 64114 b,Radial Velocity,0.05600,,31.55,2019-05-23,Las Campanas Observatory
806,HD 6434 b,Radial Velocity,0.49000,,42.41,2018-09-06,La Silla Observatory
807,HD 65216 b,Radial Velocity,1.29500,,35.16,2019-03-14,La Silla Observatory
808,HD 65216 c,Radial Velocity,2.03000,,35.16,2019-03-14,La Silla Observatory
809,HD 66141 b,Radial Velocity,6.00000,,68.16,2014-05-14,Bohyunsan Optical Astronomical Observatory
810,HD 66428 b,Radial Velocity,3.20400,,53.36,2019-06-27,W. M. Keck Observatory
811,HD 67087 b,Radial Velocity,3.06000,,76.69,2015-04-01,Multiple Observatories
812,HD 67087 c,Radial Velocity,4.85000,,76.69,2015-04-01,Multiple Observatories
813,HD 6718 b,Radial Velocity,1.68000,,51.42,2018-09-06,La Silla Observatory
814,HD 68402 b,Radial Velocity,3.07000,,78.61,2016-11-10,Multiple Observatories
815,HD 68988 b,Radial Velocity,1.97000,,60.95,2018-09-06,Multiple Observatories
816,HD 69830 b,Radial Velocity,0.03210,,12.56,2015-03-26,La Silla Observatory
817,HD 69830 c,Radial Velocity,0.03710,,12.56,2015-03-26,La Silla Observatory
818,HD 69830 d,Radial Velocity,0.05700,,12.56,2015-03-26,La Silla Observatory
819,HD 70573 b,Radial Velocity,6.10000,,45.70,2015-03-26,La Silla Observatory
820,HD 70642 b,Radial Velocity,1.99300,,29.30,2019-06-27,Anglo-Australian Telescope
821,HD 7199 b,Radial Velocity,0.27000,,36.19,2018-09-06,La Silla Observatory
822,HD 72490 b,Radial Velocity,1.76800,,126.79,2018-12-06,W. M. Keck Observatory
823,HD 72659 b,Radial Velocity,3.85000,,51.97,2018-09-06,W. M. Keck Observatory
824,HD 72892 b,Radial Velocity,5.45000,,69.87,2016-11-10,Multiple Observatories
825,HD 73267 b,Radial Velocity,3.09700,,54.91,2019-06-27,La Silla Observatory
826,HD 73526 b,Radial Velocity,3.08000,,97.51,2018-09-06,Anglo-Australian Telescope
827,HD 73526 c,Radial Velocity,2.25000,,97.51,2014-05-14,Anglo-Australian Telescope
828,HD 73534 b,Radial Velocity,1.11200,,83.53,2018-12-06,W. M. Keck Observatory
829,HD 74156 b,Radial Velocity,1.80000,,64.60,2014-05-14,Haute-Provence Observatory
830,HD 74156 c,Radial Velocity,8.06000,,64.60,2014-05-14,Haute-Provence Observatory
831,HD 7449 b,Radial Velocity,0.50800,,38.71,2019-03-14,La Silla Observatory
832,HD 75289 b,Radial Velocity,0.49000,,29.14,2018-09-06,La Silla Observatory
833,HD 75784 b,Radial Velocity,1.00000,,85.64,2018-12-06,W. M. Keck Observatory
834,HD 75784 c,Radial Velocity,5.64000,,85.64,2018-12-06,W. M. Keck Observatory
835,HD 75898 b,Radial Velocity,2.71000,,78.23,2018-09-27,W. M. Keck Observatory
836,HD 76700 b,Radial Velocity,0.21000,,60.99,2018-09-06,Anglo-Australian Telescope
837,HD 76920 b,Radial Velocity,3.93000,,184.80,2017-11-30,Multiple Observatories
838,HD 77338 b,Radial Velocity,0.06000,,46.00,2018-09-06,La Silla Observatory
839,HD 7924 b,Radial Velocity,0.02000,,17.00,2018-09-06,W. M. Keck Observatory
840,HD 7924 c,Radial Velocity,0.02473,,17.00,2015-05-14,W. M. Keck Observatory
841,HD 7924 d,Radial Velocity,0.02026,,17.00,2015-05-14,W. M. Keck Observatory
842,HD 79498 b,Radial Velocity,1.34000,,49.02,2018-09-27,McDonald Observatory
843,HD 80606 b,Radial Velocity,4.38000,1.070,66.60,2018-04-26,Multiple Observatories
844,HD 81040 b,Radial Velocity,7.27000,,34.47,2018-09-06,Multiple Observatories
845,HD 81688 b,Radial Velocity,2.70000,,85.92,2014-05-14,Okayama Astrophysical Observatory
846,HD 82886 b,Radial Velocity,2.33000,,127.52,2018-09-06,W. M. Keck Observatory
847,HD 82943 b,Radial Velocity,1.68100,,27.61,2014-05-14,La Silla Observatory
848,HD 82943 c,Radial Velocity,1.95900,,27.61,2014-05-14,La Silla Observatory
849,HD 8326 b,Radial Velocity,0.20955,,30.71,2019-05-23,Las Campanas Observatory
850,HD 83443 b,Radial Velocity,0.34000,,40.95,2018-09-06,Multiple Observatories
851,HD 8535 b,Radial Velocity,0.68000,,52.50,2015-04-16,La Silla Observatory
852,HD 85390 b,Radial Velocity,0.09900,,33.56,2019-03-14,La Silla Observatory
853,HD 85512 b,Radial Velocity,0.01000,,11.28,2018-09-06,La Silla Observatory
854,HD 8574 b,Radial Velocity,2.03000,,44.88,2018-09-06,Haute-Provence Observatory
855,HD 86081 b,Radial Velocity,1.48000,,104.24,2018-09-27,W. M. Keck Observatory
856,HD 86226 b,Radial Velocity,0.92000,,45.74,2014-05-14,Las Campanas Observatory
857,HD 86264 b,Radial Velocity,7.00000,,67.94,2015-04-24,Lick Observatory
858,HD 8673 b,Radial Velocity,14.20000,,37.90,2019-01-31,Thueringer Landessternwarte Tautenburg
859,HD 86950 b,Radial Velocity,3.60000,,211.10,2016-12-01,Multiple Observatories
860,HD 87646 b,Radial Velocity,12.40000,,135.17,2016-08-18,Apache Point Observatory
861,HD 87883 b,Radial Velocity,1.54000,,18.30,2018-09-06,Lick Observatory
862,HD 88133 b,Radial Velocity,0.28450,,73.77,2018-12-06,W. M. Keck Observatory
863,HD 89307 b,Radial Velocity,2.11000,,32.04,2018-09-06,Lick Observatory
864,HD 89345 b,Transit,0.11000,0.660,132.80,2018-08-23,K2
865,HD 89744 b,Radial Velocity,8.35000,,38.68,2019-03-14,Fred Lawrence Whipple Observatory
866,HD 90156 b,Radial Velocity,0.05700,,21.96,2014-05-14,La Silla Observatory
867,HD 9174 b,Radial Velocity,1.11000,,81.68,2016-11-10,Multiple Observatories
868,HD 92788 b,Radial Velocity,3.76000,,34.69,2019-04-11,Multiple Observatories
869,HD 92788 c,Radial Velocity,3.67000,,34.69,2019-04-11,La Silla Observatory
870,HD 92987 b,Radial Velocity,16.88000,,43.59,2019-04-11,La Silla Observatory
871,HD 93083 b,Radial Velocity,0.37000,,28.54,2014-05-14,La Silla Observatory
872,HD 9446 b,Radial Velocity,0.70000,,50.42,2019-01-31,Haute-Provence Observatory
873,HD 9446 c,Radial Velocity,1.82000,,50.42,2019-01-31,Haute-Provence Observatory
874,HD 94834 b,Radial Velocity,1.26000,,98.43,2018-12-06,W. M. Keck Observatory
875,HD 95086 b,Imaging,5.00000,,86.44,2014-05-14,Paranal Observatory
876,HD 95089 b,Radial Velocity,1.26000,,137.46,2018-12-06,W. M. Keck Observatory
877,HD 95089 c,Radial Velocity,3.45000,,137.46,2018-12-06,W. M. Keck Observatory
878,HD 95127 b,Radial Velocity,10.63000,,689.75,2018-09-06,McDonald Observatory
879,HD 95872 b,Radial Velocity,3.74000,,72.37,2018-09-06,Multiple Facilities
880,HD 96063 b,Radial Velocity,1.27000,,140.62,2018-12-06,W. M. Keck Observatory
881,HD 96127 b,Radial Velocity,20.96000,,597.42,2018-09-06,McDonald Observatory
882,HD 96167 b,Radial Velocity,0.71700,,85.51,2018-12-06,W. M. Keck Observatory
883,HD 97048 b,Disk Kinematics,2.50000,,185.00,2019-10-24,Atacama Large Millimeter Array (ALMA)
884,HD 97658 b,Radial Velocity,0.03000,0.210,21.58,2018-04-26,W. M. Keck Observatory
885,HD 98219 b,Radial Velocity,1.96400,,114.07,2018-12-06,W. M. Keck Observatory
886,HD 98649 b,Radial Velocity,6.79000,,42.22,2019-04-11,La Silla Observatory
887,HD 98736 b,Radial Velocity,2.33000,,32.48,2018-09-27,W. M. Keck Observatory
888,HD 99109 b,Radial Velocity,0.44000,,54.88,2018-09-06,W. M. Keck Observatory
889,HD 99492 b,Radial Velocity,0.07000,,18.21,2018-09-06,W. M. Keck Observatory
890,HD 99706 b,Radial Velocity,1.23000,,147.21,2018-12-06,W. M. Keck Observatory
891,HD 99706 c,Radial Velocity,5.69000,,147.21,2018-11-29,W. M. Keck Observatory
892,HIP 105854 b,Radial Velocity,8.20000,,78.80,2014-06-11,Multiple Observatories
893,HIP 107773 b,Radial Velocity,1.98000,,103.63,2015-06-04,Multiple Observatories
894,HIP 109384 b,Radial Velocity,1.56000,,56.20,2016-02-25,Haute-Provence Observatory
895,HIP 109600 b,Radial Velocity,2.68000,,58.60,2016-02-25,Haute-Provence Observatory
896,HIP 116454 b,Transit,0.04000,0.220,62.56,2018-04-26,K2
897,HIP 12961 b,Radial Velocity,0.36000,,23.39,2018-09-06,La Silla Observatory
898,HIP 14810 b,Radial Velocity,3.90000,,50.55,2018-09-27,W. M. Keck Observatory
899,HIP 14810 c,Radial Velocity,1.31000,,50.55,2018-09-27,W. M. Keck Observatory
900,HIP 14810 d,Radial Velocity,0.59000,,50.55,2018-09-27,W. M. Keck Observatory
901,HIP 35173 b,Radial Velocity,0.03996,,33.19,2019-05-23,Las Campanas Observatory
907,HIP 5158 b,Radial Velocity,1.42000,,51.68,2014-05-14,La Silla Observatory
908,HIP 5158 c,Radial Velocity,15.04000,,51.68,2015-09-10,La Silla Observatory
909,HIP 54373 b,Radial Velocity,0.02712,,18.73,2019-05-23,Las Campanas Observatory
910,HIP 54373 c,Radial Velocity,0.03914,,18.73,2019-05-23,Las Campanas Observatory
911,HIP 57274 b,Radial Velocity,0.02000,,25.88,2018-09-06,W. M. Keck Observatory
912,HIP 57274 c,Radial Velocity,0.40902,,25.88,2015-04-24,W. M. Keck Observatory
913,HIP 57274 d,Radial Velocity,0.52670,,25.88,2015-03-26,W. M. Keck Observatory
914,HIP 63242 b,Radial Velocity,9.18000,,157.16,2014-05-14,Multiple Observatories
915,HIP 65407 b,Radial Velocity,0.42800,,55.50,2016-02-25,Haute-Provence Observatory
916,HIP 65407 c,Radial Velocity,0.78400,,55.50,2016-02-25,Haute-Provence Observatory
917,HIP 65426 b,Imaging,9.00000,1.500,111.40,2017-07-13,Paranal Observatory
918,HIP 65891 b,Radial Velocity,6.00000,,136.05,2015-06-04,Multiple Observatories
919,HIP 67537 b,Radial Velocity,11.10000,,112.60,2017-04-27,Multiple Observatories
920,HIP 67851 b,Radial Velocity,1.38000,,65.96,2015-06-04,Multiple Observatories
921,HIP 67851 c,Radial Velocity,5.98000,,65.96,2015-06-04,Multiple Observatories
922,HIP 70849 b,Radial Velocity,9.00000,,24.07,2014-05-14,La Silla Observatory
923,HIP 71135 b,Radial Velocity,0.05915,,32.36,2019-05-23,Las Campanas Observatory
924,HIP 74890 b,Radial Velocity,2.40000,,91.49,2016-03-17,Multiple Observatories
925,HIP 78530 b,Imaging,23.00000,,156.70,2015-04-01,Gemini Observatory
926,HIP 79098 AB b,Imaging,20.50000,,146.30,2019-07-11,Paranal Observatory
927,HIP 79431 b,Radial Velocity,2.10000,,14.54,2019-01-31,W. M. Keck Observatory
928,HIP 8541 b,Radial Velocity,5.50000,,168.63,2016-03-17,Multiple Observatories
929,HIP 91258 b,Radial Velocity,1.09000,,45.95,2018-09-06,Haute-Provence Observatory
930,HIP 97233 b,Radial Velocity,20.00000,,102.58,2014-10-03,Multiple Observatories
931,HN Peg b,Imaging,21.99870,1.051,18.13,2014-05-14,Spitzer Space Telescope
932,HR 2562 b,Imaging,30.00000,1.110,34.04,2016-09-08,Gemini Observatory
933,HR 5183 b,Radial Velocity,3.23000,,31.49,2019-09-26,Multiple Observatories
934,HR 810 b,Radial Velocity,2.27000,,17.33,2018-09-06,La Silla Observatory
938,HR 8799 b,Imaging,7.00000,1.200,39.40,2014-05-14,Gemini Observatory
939,HR 8799 c,Imaging,10.00000,1.200,39.40,2014-05-14,Gemini Observatory
940,HR 8799 d,Imaging,10.00000,1.200,39.40,2014-05-14,W. M. Keck Observatory
941,HR 8799 e,Imaging,10.00000,1.170,39.40,2019-06-27,W. M. Keck Observatory
